year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2023,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-16-23-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-16-23-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-05-15-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-05-15-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tacoma,,Extended Cab,Short Bed,TOY-TAC-05-15-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tacoma,,Regular Cab,Short Bed,TOY-TAC-05-15-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Nissan,Titan,,Double Cab,Short Bed,NIS-TTN-16-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Nissan,Titan,,Double Cab,V-Bed,NIS-TTN-04-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Nissan,Titan,,Extended Cab,Short Bed,NIS-TTN-04-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-22-24-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-22-24-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-22-24-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Nissan,Frontier,,Extended Cab,Short Bed,NIS-FRONT-05-18-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Nissan,Frontier,,Double Cab,V-Bed,NIS-FRONT-05-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
